Model,Feature_Extraction_Method,Train_Accuracy,Validation_Accuracy,Test_Accuracy,Train_F1,Validation_F1,Test_F1,Train_Precision,Validation_Precision,Test_Precision,Train_Recall,Validation_Recall,Test_Recall,Train_AUC,Validation_AUC,Test_AUC
Random Forest,glove.840B.300d_max,0.99951171875,0.5755451713395638,0.5880031570639306,0.9995119287285942,0.578207048136989,0.5795284310509802,0.99951171875,0.5755451713395638,0.5880031570639306,0.9995117366372185,0.561156794734615,0.5757820891278862,0.9995408866543204,0.5683081888171708,0.5663581888451583
SVM,glove.840B.300d_max,0.72177734375,0.6207165109034268,0.6093133385951065,0.730334695671772,0.6304880221379708,0.6032903145619043,0.72177734375,0.6207165109034268,0.6093133385951065,0.7111509184117752,0.6069132750733448,0.5906598275637168,0.7003229443250305,0.6133009954117739,0.5828192036308194
KNN,glove.840B.300d_max,0.63642578125,0.5638629283489096,0.595895816890292,0.6340789022976541,0.5655585492034091,0.5876517848675133,0.63642578125,0.5638629283489096,0.595895816890292,0.6222841577051488,0.5472890371718255,0.575121245659869,0.6134549185712975,0.5561960494595226,0.5682640144665461
Gaussian NB,glove.840B.300d_max,0.58251953125,0.5887850467289719,0.595895816890292,0.5858720686910031,0.5882835187843021,0.5987510934579193,0.58251953125,0.5887850467289719,0.595895816890292,0.5836891496898963,0.5883284972093684,0.5969458557081276,0.579769045688828,0.587351271483008,0.5925256178420736
AdaBoost,glove.840B.300d_max,0.6443359375,0.57398753894081,0.6022099447513812,0.6412514126436852,0.576556319530989,0.5948826302912003,0.6443359375,0.57398753894081,0.6022099447513812,0.634864279173905,0.5592845720730609,0.5880719712154749,0.6252209570134792,0.5666848121937942,0.578963230861965
Extra Trees,glove.840B.300d_max,0.99951171875,0.5903426791277259,0.595895816890292,0.9995119287285942,0.5976728739805017,0.5876670645873358,0.99951171875,0.5903426791277259,0.595895816890292,0.9995117366372185,0.5725593391615975,0.5747841069085639,0.9995408866543204,0.5822138191150167,0.5680601354465836
XGBoost,glove.840B.300d_max,0.99951171875,0.5973520249221184,0.5927387529597474,0.9995119287285942,0.5978268662807797,0.5866387879173574,0.99951171875,0.5973520249221184,0.5927387529597474,0.9995117366372185,0.5919955158913573,0.5864008445936784,0.9995408866543204,0.592804650439381,0.5764723610963374
Logistic Regression,glove.840B.300d_sum,0.63076171875,0.5981308411214953,0.6053670086819258,0.6264724108932362,0.6016434005943647,0.5985572465600563,0.63076171875,0.5981308411214953,0.6053670086819258,0.6214987860140487,0.5876080675160207,0.593905861039259,0.611963071358269,0.5917839645384556,0.5842108995496933
Decision Tree,glove.840B.300d_sum,0.99951171875,0.5225856697819314,0.5288082083662194,0.9995122621299799,0.5204925004088241,0.5275645545307441,0.99951171875,0.5225856697819314,0.5288082083662194,0.9995117485132952,0.5195573056720648,0.5281314927882047,0.9995653685674548,0.5193055447546466,0.5197496720207071
Random Forest,glove.840B.300d_sum,0.99951171875,0.5848909657320872,0.580110497237569,0.9995119287285942,0.5879829146817114,0.5705662748923637,0.99951171875,0.5848909657320872,0.580110497237569,0.9995117366372185,0.5722976583813261,0.5665859459708198,0.9995408866543204,0.5780484485574305,0.5575204765450484
SVM,glove.840B.300d_sum,0.72177734375,0.6207165109034268,0.6093133385951065,0.730334695671772,0.6304880221379708,0.6032903145619043,0.72177734375,0.6207165109034268,0.6093133385951065,0.7111509184117752,0.6069132750733448,0.5906598275637168,0.7003229443250305,0.6133009954117739,0.5828192036308194
KNN,glove.840B.300d_sum,0.63642578125,0.5638629283489096,0.595895816890292,0.6340789022976541,0.5655585492034091,0.5876517848675133,0.63642578125,0.5638629283489096,0.595895816890292,0.6222841577051488,0.5472890371718255,0.575121245659869,0.6134549185712975,0.5561960494595226,0.5682640144665461
Gaussian NB,glove.840B.300d_sum,0.58251953125,0.5887850467289719,0.595895816890292,0.5858720686910031,0.5882835187843021,0.5987510934579193,0.58251953125,0.5887850467289719,0.595895816890292,0.5836891496898963,0.5883284972093684,0.5969458557081276,0.579769045688828,0.587351271483008,0.5925256178420736
AdaBoost,glove.840B.300d_sum,0.6443359375,0.57398753894081,0.6022099447513812,0.6412514126436852,0.576556319530989,0.5948826302912003,0.6443359375,0.57398753894081,0.6022099447513812,0.634864279173905,0.5592845720730609,0.5880719712154749,0.6252209570134792,0.5666848121937942,0.578963230861965
Extra Trees,glove.840B.300d_sum,0.99951171875,0.6012461059190031,0.601420678768745,0.9995119287285942,0.6084817277812592,0.5941487073510185,0.99951171875,0.6012461059190031,0.601420678768745,0.9995117366372185,0.5863512527782836,0.5814234196804551,0.9995408866543204,0.5937038261140057,0.5741853703506719
XGBoost,glove.840B.300d_sum,0.99951171875,0.5973520249221184,0.5927387529597474,0.9995119287285942,0.5978268662807797,0.5866387879173574,0.99951171875,0.5973520249221184,0.5927387529597474,0.9995117366372185,0.5919955158913573,0.5864008445936784,0.9995408866543204,0.592804650439381,0.5764723610963374
