Model,Feature_Extraction_Method,Train_Accuracy,Validation_Accuracy,Test_Accuracy,Train_F1,Validation_F1,Test_F1,Train_Precision,Validation_Precision,Test_Precision,Train_Recall,Validation_Recall,Test_Recall,Train_AUC,Validation_AUC,Test_AUC
Decision Tree,glove.6B.300d_max,0.9984368215371255,0.19003115264797507,0.19494869771112866,0.9984462956143029,0.1932234084884268,0.19947715103923352,0.9984368215371255,0.19003115264797507,0.19494869771112866,0.9984382827878843,0.19044618744374822,0.19678612600393566,0.9999985184976016,0.5106289591645985,0.5122178584544714
Random Forest,glove.6B.300d_max,0.9984368215371255,0.22274143302180685,0.21862667719021311,0.998437958257173,0.22693903802831766,0.2306429104785459,0.9984368215371255,0.22274143302180685,0.21862667719021311,0.9984371390821082,0.21358120423313076,0.21291405791729262,0.9999893056919192,0.5695146726541804,0.5676120728558821
SVM,glove.6B.300d_max,0.49743812418584454,0.23909657320872274,0.23362273086029992,0.516321875595694,0.2579053875263655,0.25626733337269003,0.49743812418584454,0.23909657320872274,0.23362273086029992,0.4802588972928815,0.22718291095799104,0.22322984139724047,0.8143256027008011,0.5879786028351076,0.5819214690003701
KNN,glove.6B.300d_max,0.273643074250977,0.1526479750778816,0.13180741910023677,0.34459462320012907,0.24346477430575603,0.22442628682519614,0.273643074250977,0.1526479750778816,0.13180741910023677,0.21366359859177525,0.12362899513912039,0.11856630072869156,0.7254368512576237,0.5560086041953243,0.5463211866560059
Gaussian NB,glove.6B.300d_max,0.2687798523664785,0.18847352024922118,0.18389897395422258,0.26889131091212265,0.21277520734377336,0.2075341874927326,0.2687798523664785,0.18847352024922118,0.18389897395422258,0.21896666259782005,0.16584467199235542,0.15999424096607806,0.6127328834216126,0.5462995426524543,0.5508699441820477
AdaBoost,glove.6B.300d_max,0.2778115501519757,0.19937694704049844,0.18547750591949486,0.25839292801523767,0.23830922507844415,0.20996187604838004,0.2778115501519757,0.19937694704049844,0.18547750591949486,0.24470175991404447,0.1795421163727334,0.1768030662714425,0.6213194767895771,0.5545235086898722,0.5603088886647059
Extra Trees,glove.6B.300d_max,0.9984368215371255,0.2523364485981308,0.22336227308603,0.9984380880983244,0.25268717982976374,0.23080653441316845,0.9984368215371255,0.2523364485981308,0.22336227308603,0.9984372056662046,0.2351236011777873,0.21043139468111302,0.9999985184976016,0.5876260772007135,0.5939299342583212
XGBoost,glove.6B.300d_max,0.9985236647850629,0.23753894080996885,0.20363062352012629,0.9985272877939694,0.23782517214350132,0.20280354917436924,0.9985236647850629,0.23753894080996885,0.20363062352012629,0.9985244786607324,0.23518178624102704,0.20178009879084377,0.9999986460664572,0.5722004091613998,0.5479644710278674
Logistic Regression,glove.6B.300d_sum,0.3238384715588363,0.21884735202492211,0.21310181531176006,0.3150788672538284,0.23002401651674578,0.23456018987323424,0.3238384715588363,0.21884735202492211,0.21310181531176006,0.3096313554499151,0.21272796700225372,0.21174569735282775,0.6779728401647152,0.573715946452608,0.5663705349778627
Decision Tree,glove.6B.300d_sum,0.9984368215371255,0.1970404984423676,0.1878453038674033,0.9984462956143029,0.2008628942473264,0.19214729321761873,0.9984368215371255,0.1970404984423676,0.1878453038674033,0.9984382827878843,0.19813431250545904,0.18920071368632252,0.9999985184976016,0.5150872341290136,0.5083143751798008
Random Forest,glove.6B.300d_sum,0.9984368215371255,0.21806853582554517,0.23599052880820837,0.9984386183838467,0.21200818010035838,0.24360754487637934,0.9984368215371255,0.21806853582554517,0.23599052880820837,0.9984372654912876,0.20665971170997274,0.2286308017705073,0.9999877341658913,0.564153139425275,0.55988613270314
SVM,glove.6B.300d_sum,0.49743812418584454,0.23909657320872274,0.23362273086029992,0.516321875595694,0.2579053875263655,0.25626733337269003,0.49743812418584454,0.23909657320872274,0.23362273086029992,0.4802588972928815,0.22718291095799104,0.22322984139724047,0.8141612394151954,0.5879652549180753,0.5820240804986392
KNN,glove.6B.300d_sum,0.273643074250977,0.1526479750778816,0.13180741910023677,0.34459462320012907,0.24346477430575603,0.22442628682519614,0.273643074250977,0.1526479750778816,0.13180741910023677,0.21366359859177525,0.12362899513912039,0.11856630072869156,0.7254368512576237,0.5560086041953243,0.5463211866560059
Gaussian NB,glove.6B.300d_sum,0.2687798523664785,0.18847352024922118,0.18389897395422258,0.26889131091212265,0.21277520734377336,0.2075341874927326,0.2687798523664785,0.18847352024922118,0.18389897395422258,0.21896666259782005,0.16584467199235542,0.15999424096607806,0.6127328834216126,0.5462995426524543,0.5508699441820477
AdaBoost,glove.6B.300d_sum,0.2778115501519757,0.19937694704049844,0.18547750591949486,0.25839292801523767,0.23830922507844415,0.20996187604838004,0.2778115501519757,0.19937694704049844,0.18547750591949486,0.24470175991404447,0.1795421163727334,0.1768030662714425,0.6213194767895771,0.5545235086898722,0.5603088886647059
Extra Trees,glove.6B.300d_sum,0.9984368215371255,0.2484423676012461,0.23677979479084452,0.9984400102542214,0.24390728346849594,0.2343478132395172,0.9984368215371255,0.2484423676012461,0.23677979479084452,0.9984374843122262,0.23338515671124843,0.22189420472550125,0.9999985184976016,0.5865352348097224,0.5975215378766124
XGBoost,glove.6B.300d_sum,0.9985236647850629,0.23753894080996885,0.20363062352012629,0.9985272877939694,0.23782517214350132,0.20280354917436924,0.9985236647850629,0.23753894080996885,0.20363062352012629,0.9985244786607324,0.23518178624102704,0.20178009879084377,0.9999986460664572,0.5722004091613998,0.5479644710278674
Logistic Regression,glove.twitter.27B.200d_mean,0.30664350846721666,0.2102803738317757,0.2154696132596685,0.29591179023144154,0.22324965280896472,0.2368541605026753,0.30664350846721666,0.2102803738317757,0.2154696132596685,0.2918627275849869,0.20444953949507222,0.21545711872817946,0.6604744498978298,0.5817993655869976,0.5632962990217838
Decision Tree,glove.twitter.27B.200d_mean,0.9993052540165002,0.1954828660436137,0.19968429360694553,0.9993063098313568,0.20245877924528066,0.2012843840748745,0.9993052540165002,0.1954828660436137,0.19968429360694553,0.9993053359875682,0.19790532297605762,0.19983316672910248,0.999999680261161,0.5144089007892643,0.514386806390623
Random Forest,glove.twitter.27B.200d_mean,0.9993052540165002,0.23753894080996885,0.21625887924230466,0.999306347745176,0.23920707320572474,0.22393894499824324,0.9993052540165002,0.23753894080996885,0.21625887924230466,0.9993052486037948,0.22931389058865104,0.21002899740129125,0.9999950461886871,0.5919706641825507,0.5504263836575158
SVM,glove.twitter.27B.200d_mean,0.4032132001736865,0.2398753894080997,0.22336227308603,0.42406068600766644,0.2837897449306384,0.2473324270098586,0.4032132001736865,0.2398753894080997,0.22336227308603,0.3750147093923559,0.2231005948515714,0.20924674589957246,0.7510416575263247,0.58954919152061,0.581219234847853
KNN,glove.twitter.27B.200d_mean,0.2496743378202345,0.13395638629283488,0.122336227308603,0.33588403108850207,0.24460997311349184,0.24770998524269824,0.2496743378202345,0.13395638629283488,0.122336227308603,0.17691004744662517,0.10478853832773934,0.10169038934683264,0.7280811852131556,0.559477667664419,0.5455049272191042
